	participant	target	time	age	gender	glasses			
789	26	5	2,349	23	m	TRUE	54,027		
790	26	2	2,349	23	m	TRUE	54,027		
791	26	6	2,367	23	m	TRUE	54,441		
792	26	7	2,316	23	m	TRUE	53,268		
793	26	8	2,382	23	m	TRUE	54,786		
794	26	3	2,315	23	m	TRUE	53,245		
795	26	2	2,366	23	m	TRUE	54,418		
796	26	7	2,351	23	m	TRUE	54,073		
797	26	1	2,365	23	m	TRUE	54,395		
798	26	3	2,316	23	m	TRUE	53,268		
799	26	8	2,349	23	m	TRUE	54,027		
800	26	2	2,382	23	m	TRUE	54,786		
801	26	1	2,333	23	m	TRUE	53,659		
802	26	6	2,333	23	m	TRUE	53,659		
803	26	4	2,349	23	m	TRUE	54,027		
804	26	8	2,365	23	m	TRUE	54,395		
805	26	2	2,317	23	m	TRUE	53,291		
806	26	8	2,351	23	m	TRUE	54,073		
807	26	0	2,346	23	m	TRUE	53,958		
808	26	7	2,367	23	m	TRUE	54,441		
809	26	2	4,747	23	m	TRUE	109,181		
810	27	7	2,228	39	f	FALSE	86,892		
811	27	2	2,367	39	f	FALSE	92,313		
812	27	9	2,35	39	f	FALSE	91,65		
813	27	8	2,349	39	f	FALSE	91,611		
814	27	7	2,339	39	f	FALSE	91,221		
815	27	1	8,379	39	f	FALSE	326,781		
816	27	2	2,932	39	f	FALSE	114,348		
817	27	7	5,065	39	f	FALSE	197,535		
818	27	0	5,965	39	f	FALSE	232,635		
819	27	8	4,414	39	f	FALSE	172,146		
820	27	7	2,349	39	f	FALSE	91,611		
821	27	6	6,848	39	f	FALSE	267,072		
822	27	2	2,349	39	f	FALSE	91,611		
823	27	6	2,948	39	f	FALSE	114,972		
824	27	5	2,366	39	f	FALSE	92,274		
825	27	4	2,332	39	f	FALSE	90,948		
826	27	7	2,366	39	f	FALSE	92,274		
827	27	2	2,333	39	f	FALSE	90,987		
828	27	5	2,333	39	f	FALSE	90,987		
829	27	1	2,348	39	f	FALSE	91,572		
830	27	8	3,249	39	f	FALSE	126,711		
831	27	0	6,247	39	f	FALSE	243,633		
832	27	5	2,366	39	f	FALSE	92,274		
833	27	2	2,348	39	f	FALSE	91,572		
834	27	4	2,349	39	f	FALSE	91,611		
835	27	8	2,349	39	f	FALSE	91,611		
836	27	0	2,649	39	f	FALSE	103,311		
837	27	5	2,349	39	f	FALSE	91,611		
838	27	3	3,532	39	f	FALSE	137,748		
839	27	5	2,366	39	f	FALSE	92,274		
840	27	2	2,315	39	f	FALSE	90,285		
841	27	6	2,383	39	f	FALSE	92,937		
842	27	7	2,316	39	f	FALSE	90,324		
843	27	8	3,882	39	f	FALSE	151,398		
844	27	3	2,348	39	f	FALSE	91,572		
845	27	2	2,332	39	f	FALSE	90,948		
846	27	7	2,367	39	f	FALSE	92,313		
847	27	1	2,349	39	f	FALSE	91,611		
848	27	3	2,351	39	f	FALSE	91,689		
849	27	8	2,349	39	f	FALSE	91,611		
850	27	2	2,332	39	f	FALSE	90,948		
851	27	1	2,349	39	f	FALSE	91,611		
852	27	6	2,366	39	f	FALSE	92,274		
853	27	4	2,316	39	f	FALSE	90,324		
854	27	8	2,366	39	f	FALSE	92,274		
855	27	2	2,349	39	f	FALSE	91,611		
856	27	8	6,547	39	f	FALSE	255,333		
857	27	0	2,349	39	f	FALSE	91,611		
858	27	7	2,349	39	f	FALSE	91,611		
859	27	2	2,333	39	f	FALSE	90,987		
860	27	1	2,35	39	f	FALSE	91,65		
861	28	7	2,896	31	m	FALSE	89,776		
862	28	2	3,848	31	m	FALSE	119,288		
863	28	9	2,333	31	m	FALSE	72,323		
864	28	8	2,366	31	m	FALSE	73,346		
865	28	7	2,332	31	m	FALSE	72,292		
866	28	1	2,366	31	m	FALSE	73,346		
867	28	2	3,832	31	m	FALSE	118,792		
868	28	7	2,384	31	m	FALSE	73,904		
869	28	0	2,332	31	m	FALSE	72,292		
870	28	8	2,332	31	m	FALSE	72,292		
871	28	7	3,249	31	m	FALSE	100,719		
872	28	6	3,865	31	m	FALSE	119,815		
873	28	2	2,333	31	m	FALSE	72,323		
874	28	6	2,366	31	m	FALSE	73,346		
875	28	5	2,332	31	m	FALSE	72,292		
876	28	4	2,333	31	m	FALSE	72,323		
877	28	7	2,382	31	m	FALSE	73,842		
878	28	2	4,448	31	m	FALSE	137,888		
879	28	5	2,632	31	m	FALSE	81,592		
880	28	1	2,332	31	m	FALSE	72,292		
881	28	8	2,366	31	m	FALSE	73,346		
882	28	0	4,749	31	m	FALSE	147,219		
883	28	5	2,648	31	m	FALSE	82,088		
884	28	2	2,349	31	m	FALSE	72,819		
885	28	4	2,367	31	m	FALSE	73,377		
886	28	8	2,316	31	m	FALSE	71,796		
887	28	0	5,381	31	m	FALSE	166,811		
888	28	5	2,332	31	m	FALSE	72,292		
889	28	3	2,932	31	m	FALSE	90,892		
890	28	5	2,348	31	m	FALSE	72,788		
891	28	2	2,366	31	m	FALSE	73,346		
892	28	6	2,332	31	m	FALSE	72,292		
893	28	7	5,35	31	m	FALSE	165,85		
894	28	8	2,364	31	m	FALSE	73,284		
895	28	3	4,148	31	m	FALSE	128,588		
896	28	2	2,366	31	m	FALSE	73,346		
897	28	7	2,348	31	m	FALSE	72,788		
898	28	1	2,316	31	m	FALSE	71,796		
899	28	3	2,349	31	m	FALSE	72,819		
900	28	8	2,349	31	m	FALSE	72,819		
901	28	2	2,349	31	m	FALSE	72,819		
902	28	1	2,365	31	m	FALSE	73,315		
903	28	6	2,932	31	m	FALSE	90,892		
904	28	4	2,333	31	m	FALSE	72,323		
905	28	8	3,265	31	m	FALSE	101,215		
906	28	2	2,365	31	m	FALSE	73,315		
907	28	8	2,333	31	m	FALSE	72,323		
908	28	0	2,332	31	m	FALSE	72,292		
909	28	7	2,383	31	m	FALSE	73,873		
910	28	2	2,331	31	m	FALSE	72,261		
911	28	1	2,333	31	m	FALSE	72,323		
912	29	7	3,33	16	m	FALSE	53,28		
913	29	2	3,849	16	m	FALSE	61,584		
914	29	9	2,348	16	m	FALSE	37,568		
915	29	8	2,332	16	m	FALSE	37,312		
916	29	7	2,382	16	m	FALSE	38,112		
917	29	1	6,231	16	m	FALSE	99,696		
918	29	2	3,548	16	m	FALSE	56,768		
919	29	7	2,316	16	m	FALSE	37,056		
920	29	0	3,849	16	m	FALSE	61,584		
921	29	8	2,666	16	m	FALSE	42,656		
922	29	7	2,349	16	m	FALSE	37,584		
923	29	6	2,332	16	m	FALSE	37,312		
924	29	2	2,366	16	m	FALSE	37,856		
925	29	6	2,332	16	m	FALSE	37,312		
926	29	5	2,384	16	m	FALSE	38,144		
927	29	4	4,748	16	m	FALSE	75,968		
928	29	7	2,315	16	m	FALSE	37,04		
929	29	2	2,383	16	m	FALSE	38,128		
930	29	5	2,315	16	m	FALSE	37,04		
931	29	1	2,349	16	m	FALSE	37,584		
932	29	8	2,366	16	m	FALSE	37,856		
933	29	0	5,031	16	m	FALSE	80,496		
934	29	5	2,349	16	m	FALSE	37,584		
935	29	2	3,248	16	m	FALSE	51,968		
936	29	4	2,667	16	m	FALSE	42,672		
937	29	8	2,333	16	m	FALSE	37,328		
938	29	0	2,348	16	m	FALSE	37,568		
939	29	5	2,332	16	m	FALSE	37,312		
940	29	3	2,367	16	m	FALSE	37,872		
941	29	5	2,349	16	m	FALSE	37,584		
942	29	2	2,349	16	m	FALSE	37,584		
943	29	6	2,348	16	m	FALSE	37,568		
944	29	7	2,351	16	m	FALSE	37,616		
945	29	8	2,347	16	m	FALSE	37,552		
946	29	3	3,548	16	m	FALSE	56,768		
947	29	2	2,333	16	m	FALSE	37,328		
948	29	7	2,351	16	m	FALSE	37,616		
949	29	1	2,347	16	m	FALSE	37,552		
950	29	3	2,351	16	m	FALSE	37,616		
951	29	8	2,365	16	m	FALSE	37,84		
952	29	2	2,333	16	m	FALSE	37,328		
953	29	1	4,164	16	m	FALSE	66,624		
954	29	6	2,349	16	m	FALSE	37,584		
955	29	4	3,817	16	m	FALSE	61,072		
956	29	8	2,365	16	m	FALSE	37,84		
957	29	2	2,366	16	m	FALSE	37,856		
958	29	8	7,146	16	m	FALSE	114,336		
959	29	0	2,35	16	m	FALSE	37,6		
960	29	7	2,316	16	m	FALSE	37,056		
961	29	2	2,367	16	m	FALSE	37,872		
962	29	1	2,349	16	m	FALSE	37,584		
1014	30	2	2,333	6	m	TRUE	13,998		
1015	30	9	2,683	6	m	TRUE	16,098		
1016	30	8	2,332	6	m	TRUE	13,992		
1017	30	7	8,329	6	m	TRUE	49,974		
1018	30	1	9,563	6	m	TRUE	57,378		
1019	30	2	5,931	6	m	TRUE	35,586		
1020	30	7	2,365	6	m	TRUE	14,19		
1021	30	0	8,031	6	m	TRUE	48,186		
1022	30	8	3,548	6	m	TRUE	21,288		
1023	30	7	11,061	6	m	TRUE	66,366		
1024	30	6	4,132	6	m	TRUE	24,792		
1025	30	2	4,448	6	m	TRUE	26,688		
1026	30	6	10,762	6	m	TRUE	64,572		
1027	30	5	4,448	6	m	TRUE	26,688		
1028	30	4	4,449	6	m	TRUE	26,694		
1029	30	7	8,345	6	m	TRUE	50,07		
1030	30	2	12,262	6	m	TRUE	73,572		
1031	30	5	14,944	6	m	TRUE	89,664		
1032	30	1	4,132	6	m	TRUE	24,792		
1033	30	8	5,664	6	m	TRUE	33,984		
1034	30	0	8,93	6	m	TRUE	53,58		
1035	30	5	14,044	6	m	TRUE	84,264		
1036	30	2	20,641	6	m	TRUE	123,846		
1037	30	4	10,145	6	m	TRUE	60,87		
1038	30	8	2,384	6	m	TRUE	14,304		
1039	30	0	28,454	6	m	TRUE	170,724		
1040	30	5	23,022	6	m	TRUE	138,132		
1041	30	3	57,258	6	m	TRUE	343,548		
1042	30	5	18,242	6	m	TRUE	109,452		
1043	30	2	57,258	6	m	TRUE	343,548		
1044	30	6	14,361	6	m	TRUE	86,166		
1045	30	7	2,317	6	m	TRUE	13,902		
1046	30	8	93,875	6	m	TRUE	563,25		
1047	30	3	56,657	6	m	TRUE	339,942		
1048	30	2	32,935	6	m	TRUE	197,61		
1049	30	7	11,345	6	m	TRUE	68,07		
1050	30	1	11,047	6	m	TRUE	66,282		
1051	30	3	9,862	6	m	TRUE	59,172		
1052	30	8	12,262	6	m	TRUE	73,572		
1053	30	2	44,046	6	m	TRUE	264,276		
1054	30	1	13,444	6	m	TRUE	80,664		
1055	30	6	32,036	6	m	TRUE	192,216		
1056	30	4	18,841	6	m	TRUE	113,046		
1057	30	8	10,179	6	m	TRUE	61,074		
1058	30	2	14,011	6	m	TRUE	84,066		
1059	30	8	2,381	6	m	TRUE	14,286		
1060	30	0	6,214	6	m	TRUE	37,284		
1061	30	7	2,649	6	m	TRUE	15,894		
1062	30	2	15,576	6	m	TRUE	93,456		
1063	30	1	3,851	6	m	TRUE	23,106		
									
			9,108108551	16,58380231			505,24437		3,344946476
